"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","logFC","gene_name","log2FoldChange_shrunk"
"Hint2",372.065277892892,-0.707508103180943,0.0656517076335979,-10.7766900311191,4.43560528554829e-27,1.42462136903342e-24,-0.707508103180943,"Hint2",-0.69265694322477
"Myo1f",102.009369061439,1.47471835023541,0.137569966799037,10.7197696165013,8.2207844765555e-27,2.59401806307592e-24,1.47471835023541,"Myo1f",1.43281127761517
"Slc37a2",101.889098877004,2.4989627783853,0.233697587127624,10.6931475378075,1.09587559010193e-26,3.39834799371955e-24,2.4989627783853,"Slc37a2",2.43036428164501
"Slc19a2",52.1285281852577,1.41021702424094,0.132042546256283,10.6800199195177,1.26244567885675e-26,3.84853355591821e-24,1.41021702424094,"Slc19a2",1.37104146252814
"Rgs10",148.353768454748,1.09114284046795,0.102436394599421,10.6519059435358,1.70831057706259e-26,5.12094567317462e-24,1.09114284046795,"Rgs10",1.06629593553863
"Cdkn1a",628.897972845825,2.28305108521742,0.217070746172562,10.5175438214162,7.17188143304536e-26,2.11464687630744e-23,2.28305108521742,"Cdkn1a",2.21577474477579
"Soat1",269.98441491643,1.12393059442678,0.107330127356814,10.471715836974,1.16511704803578e-25,3.37996697193091e-23,1.12393059442678,"Soat1",1.09688496834596
"Syp",45.8529054174584,-2.08820313850888,0.199919670298012,-10.445210995977,1.54112305358253e-25,4.39978400662465e-23,-2.08820313850888,"Syp",-2.02346241054919
"Pdss2",86.7879100179156,-1.09926711507092,0.105539160924379,-10.4157272565258,2.10184937156209e-25,5.90685356201808e-23,-1.09926711507092,"Pdss2",-1.07292679540955
"Tcirg1",154.727464018176,0.999848713465274,0.0961406636997652,10.3998524140386,2.4831749811442e-25,6.8711361862861e-23,0.999848713465274,"Tcirg1",0.97693734759327
"Lipa",507.065671395599,1.14872709738522,0.110578592586121,10.3883316880758,2.80211425908341e-25,7.63618591876881e-23,1.14872709738522,"Lipa",1.12017184218614
"Nceh1",154.755817222597,1.70079502589422,0.164440561112811,10.3429167012354,4.50610086390727e-25,1.20965268863039e-22,1.70079502589422,"Nceh1",1.6457117970814
"Tbc1d19",102.173508639798,-0.960895002164911,0.0930405499623128,-10.3277012287022,5.28110134237023e-25,1.39685130505693e-22,-0.960895002164911,"Tbc1d19",-0.938792018138129
"Pygo1",110.692860274302,-1.11486385110447,0.108115430125332,-10.3117922188541,6.23279922632362e-25,1.62468299832836e-22,-1.11486385110447,"Pygo1",-1.0873330255756
"Glrx2",304.379765859424,-0.601148140574144,0.0584218827425206,-10.2897769184117,7.83577001913763e-25,2.01334513663156e-22,-0.601148140574144,"Glrx2",-0.588171649933675
"Gpnmb",290.605150372087,2.48937483824377,0.242291858869882,10.2742818097765,9.20272902913717e-25,2.33127161011354e-22,2.48937483824377,"Gpnmb",2.41484905084281
"Traf4",96.5051056103285,1.70098397845039,0.165599618264793,10.2716660598246,9.4557367197373e-25,2.36209556446104e-22,1.70098397845039,"Traf4",1.64511360649803
"Gng7",38.9545394549705,-1.83083534003675,0.178289360486316,-10.2688984639511,9.7309370963391e-25,2.39754293992815e-22,-1.83083534003675,"Gng7",-1.77033443313571
"Cd44",383.506208049883,1.1833026303369,0.115265427526162,10.2658937352947,1.00387066147381e-24,2.43994834017135e-22,1.1833026303369,"Cd44",1.152458614583
"Sdcbp",714.491633736646,0.499158035531138,0.0488764165768377,10.2126561333812,1.74034302681521e-24,4.17357462403979e-22,0.499158035531138,"Sdcbp",0.489673249196041
"Spc25",56.7529413557733,1.60995583756417,0.157954752230059,10.1925128230348,2.14155920660311e-24,5.06816893288995e-22,1.60995583756417,"Spc25",1.55706710955435
