"pathway_id","pathway_name","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","geneID","Count","contrast","tissue","direction","database","analysis_type","logFC_cutoff","fdr_cutoff"
"GO:0032890","regulation of organic acid transport","11/818","71/15043",0.154929577464789,2.84915114156824,3.74511347870546,0.0014770895689914,0.0304953555319616,"Ces1f,Ces1d,Slc43a1,Pla2g6,Adora1,Adora2a,Grin2b,Acsl1,Lep,Slc38a3,Ces1c",11,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0046883","regulation of hormone secretion","26/818","257/15043",0.101167315175097,1.86046445254155,3.3363949155998,0.00172081136585636,0.0347930992278312,"Prkd1,Tspo,Mfn2,Retn,Pparg,Nnat,Srebf1,Ffar4,Pde3b,Adipoq,Rbp4,Pla2g6,Kcnb1,Acvr1c,Sybu,Aacs,Hcar2,Tfr2,Bmp6,Adora1,Ffar2,Adcy5,Cnr1,Nos2,Lep,Slc2a2",26,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0071827","plasma lipoprotein particle organization","7/818","34/15043",0.205882352941176,3.78617143678987,3.90009083266798,0.00202845675472752,0.0403464995970804,"Ces1d,Dgat1,Apoc3,Pla2g5,Gpihbp1,Cideb,Apoa2",7,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0072523","purine-containing compound catabolic process","18/818","157/15043",0.114649681528662,2.1084048401414,3.34782338715796,0.00220786997350815,0.0430402700413363,"Nudt12,Arl2,Nudt19,Dpyd,Dhtkd1,Hk2,Pfkfb1,Sik2,Ppara,Pde1a,Mlxipl,Tkfc,Pfkfb3,Gpd1,Ppargc1a,Vnn1,Prkag3,Aldob",18,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0046473","phosphatidic acid metabolic process","6/818","26/15043",0.230769230769231,4.24384051156667,3.96970179228284,0.00228844034076178,0.044084010186407,"Dgkd,Slc27a1,Pla2g6,Lpin1,Agpat2,Pnpla3",6,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0006096","glycolytic process","13/818","98/15043",0.13265306122449,2.43948655256724,3.42827772390206,0.0024518055937895,0.0466797072778677,"Arl2,Dhtkd1,Hk2,Pfkfb1,Sik2,Ppara,Mlxipl,Tkfc,Pfkfb3,Gpd1,Ppargc1a,Prkag3,Aldob",13,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0003013","circulatory system process","41/818","477/15043",0.0859538784067086,1.58068972233755,3.09055504207097,0.00250702265922793,0.0475459762465205,"S100a1,Immp2l,Vegfb,Slc1a5,Pon1,Pparg,Adrb3,Popdc2,Ppara,Slc2a5,Aoc3,Srebf1,Myl4,Slc27a1,Adipoq,Atp1a2,Pla2g6,Adra1a,Nos3,Mgll,Gpr4,Bmp6,Trpv1,Adora1,Adora2a,Ephx2,Kcnk3,Kcnh2,Sucnr1,Fabp5,Cnr1,Nos2,Npr3,Lep,Adcy10,Kcne5,Myl1,Ttr,Guca2b,Calca,Kng2",41,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0044042","glucan metabolic process","12/818","87/15043",0.137931034482759,2.536548351741,3.44668374222454,0.00254887050070753,0.0481529859457991,"Gbe1,Pygb,Acadm,Phkg1,Pgm1,Gys1,Ppp1r1a,Gys2,Sorbs1,Ppp1r3b,Adcy10,Prkag3",12,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0032869","cellular response to insulin stimulus","25/818","251/15043",0.099601593625498,1.83167087152612,3.18623797284445,0.00258109363468971,0.0485741967482184,"Echdc3,Slc2a4,Ntrk2,Ywhag,Mfn2,Pparg,Syap1,Eif4ebp1,Sik2,Pck1,Srebf1,Slc27a1,Pde3b,Adipoq,Otop1,Trarg1,Sh2b2,Lpin1,Sorbs1,Gpt,Gstp1,Lep,Ntrk3,Grb14,Erbb4",25,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0010039","response to iron ion","6/818","27/15043",0.222222222222222,4.0866612333605,3.84943531496347,0.00280894469041946,0.0498576077446723,"Trf,Aco1,Alad,Tfr2,Bmp6,Cyp1a1",6,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0042701","progesterone secretion","3/818","6/15043",0.5,9.19498777506112,4.81444956881387,0.0028305761511502,0.0498576077446723,"Mfn2,Retn,Fzd4",3,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0060336","negative regulation of type II interferon-mediated signaling pathway","3/818","6/15043",0.5,9.19498777506112,4.81444956881387,0.0028305761511502,0.0498576077446723,"Dnaja3,Pparg,Otop1",3,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
"GO:0098921","retrograde trans-synaptic signaling by endocannabinoid","3/818","6/15043",0.5,9.19498777506112,4.81444956881387,0.0028305761511502,0.0498576077446723,"Mgll,Fabp5,Cnr1",3,"iWAT_KD_vs_CTL","iWAT","Down","GO:BP","ORA",1,0.05
